"recordID","TITLE","JOURNAL","YEAR","KEYWORDS"
841,"Long-term ecological research in a human-dominated world",NA,2012,"ARC"
14460,"Long-term ecological research and the invisible present: Uncovering the processes hidden because they occur slowly or because effects lag years behind causes","Proceedings of the National Ecological Monitoring and Research Workshop",1992,"NTL"
15278,"Long-term ecological research and the invisible present: Uncovering the processes hidden because they occur slowly or because effects lag years behind causes","BioScience",1990,"ecological research, ecosystems, LTER, NTL"
10016,"Long-term dynamics of pine and hardwood litter in contrasting environments: Toward a global model of decomposition",NA,2000,"SGS"
10015,"Long-term dynamics of pine and hardwood litter in contrasting environments: toward a global model of decomposition","Global Change Biology",2000,"AND, CDR, decomposition"
3502,"Long-term data collection at USDA experimental sites for studies of ecohydrology","Ecohydrology",2008,"SEV"
3503,"Long-term data collection at USDA experimental sites for studies of ecohydrology",NA,2008,"JRN, watersheds"
467,"Long-term changes in the population dynamics of the Caribbean hydrocoral Millepora spp.",NA,2013,"biophysical coupling, caribbean, disturbance, hydrozoa, long-term, MCR, Millepora, population"
468,"Long-term changes in the population dynamics of the Caribbean hydrocoral Millepora spp.","Journal of Experimental Marine Biology and Ecology",2013,"biophysical coupling, caribbean, disturbance, hydrozoa, long-term, MCR, Millepora, population"
7743,"Long-term and large-scale perspectives on the relationship between biodiversity and ecosystem functioning",NA,2003,"JRN, SEV"
7744,"Long-term and large-scale perspectives on the relationship between biodiversity and ecosystem functioning",NA,2003,"CDR, JRN"
7745,"Long-term and large-scale perspectives on the relationship between biodiversity and ecosystem functioning","BioScience",2003,"BNZ, CDR, SEV"
9290,"Local and regional-scale responses of ant diversity to a semiarid biome transition","Ecography",2001,"SGS"
9291,"Local and regional-scale responses of ant diversity to a semiarid biome transition",NA,2001,"JRN"
3494,"Living in an increasingly connected world: A framework for continental-scale environmental science",NA,2008,"CAP, JRN, SEV"
3496,"Living in an increasingly connected world: A framework for continental-scale environmental science",NA,2008,"CAP"
3493,"Living in an increasingly connected world: a framework for continental-scale environmental science","Frontiers in Ecology and the Environment",2008,"BES"
3495,"Living in an increasingly connected world: a framework for continental-scale environmental science",NA,2008,"CAP, JRN, temporal"
5201,"Linking the Concept of Scale to Studies of Biological Diversity: Evolving Approaches and Tools",NA,2006,"JRN, resolution"
5200,"Linking the concept of scale to studies of biological diversity:  evolving approaches and tools","Diversity and Distributions",2006,"JRN, resolution"
7734,"Linking land use change with ecosystem processes: A hierarchical patch dynamics model",NA,2003,"CAP, hierarchial patch dynamics"
7735,"Linking land use change with ecosystem processes: A hierarchical patch dynamics model",NA,2003,"CAP"
5195,"Linking ecology and economics for ecosystem management.",NA,2006,"BES, PIE, PIE LTER; disturbance;ecosystem services; valuation; ecosystem management; LTER; trade-offs"
5193,"Linking Ecology and Economics for Ecosystem Management","Bioscience",2006,"ecosystem management, ecosystem services, FCE, KBS, LTER, trade-offs, valuation"
5194,"Linking ecology and economics for ecosystem management",NA,2006,"BES, KBS"
5196,"Linking ecology and economics for ecosystem management",NA,2006,"BES, ECOSYSTEM; Long-term Research; LTER; MANAGEMENT; ecology; economics ;economic"
15632,"Linking Ecological Networks and Models to Remote Sensing Programs","Changing the global environment",1989,"CWT"
15633,"Linking ecological networks and models to remote sensing programs",NA,1989,"AND, remote sensing"
1954,"Limits on the adaptability of coastal marshes to rising sea level",NA,2010,"PIE, PIE LTER; disturbance; sea level; estuaries; sediments; salt marshes"
1955,"Limits on the adaptability of coastal marshes to rising sea level","Geophysical Research Letters",2010,"VCR"
6910,"Learning to roll with the punches: Adaptive experimentation in human-dominated systems","Frontiers in Ecology and the Environment",2004,"SEV"
6911,"Learning to roll with the punches: Adaptive experimentation in human-dominated systems",NA,2004,"CAP"
6912,"Learning to roll with the punches: adaptive experimentation in human-dominated systems",NA,2004,"BES, CAP, human dominated ecosystems; land cover; community interaction"
2667,"Learning the rhythm of the seasons in the face of global change: phenological research in the 21st Century","Frontiers in Ecology and the Environment",2009,"SGS"
2668,"Learning the rhythm of the seasons in the face of global change: phenological research in the 21st Century",NA,2009,"KNZ"
3468,"Landscape effects on growth of age-0 Arctic grayling in tundra streams.","Transactions of the American Fisheries Society",2008,"ARC"
5179,"Landscape effects on growth of age-0 Arctic grayling in tundra streams",NA,2006,"ARC"
462,"Landscape Diversity",NA,2013,"SEV"
9993,"Landscape Diversity",NA,2000,"SEV"
9994,"Landscape Diversity",NA,2000,"JRN, structure"
833,"Landscape diversity",NA,2012,"SEV"
15261,"Lands for long-term research in conservation biology","Conservation Biology",1990,"NTL"
15262,"Lands for long-term research in conservation biology",NA,1990,"KNZ"
15993,"Landform effects on ecosystem patterns and processes.","Bioscience",1988,"AND, ecosystems, geomorphology, LTER, NTL"
15994,"Landform effects on ecosystem patterns and processes",NA,1988,"AND, disturbance ecology, NWT"
15995,"Landform effects on ecosystem patterns and processes",NA,1988,"Geoecology, geomorphology, glacier, journal, lake, landslide, Long-term Ecological Research Program, Niwot Ridge, NWT, NWTLTER, periglacial, stream"
1332,"Land fragmentation under rapid urbanization: A cross-site analysis of Southwestern cities","Urban Ecosystems",2011,"SEV"
1334,"Land fragmentation under rapid urbanization: A cross-site analysis of Southwestern cities",NA,2011,"CAP, JRN, water provisioning"
1333,"Land fragmentation under rapid urbanization: A cross-site analysis of southwestern cities",NA,2011,"CAP"
9275,"Land cover change on the Seward Peninsula: The use of remote sensing to evaluate potential influences of climate change on historical vegetation dynamics","Canadian Journal of Forest Research",2001,"BNZ"
9988,"Land cover change on the Seward Peninsula: The use of remote sensing to evaluate potential influences of climate change on historical vegetation dynamics",NA,2000,"BNZ"
15992,"Land-form effects on ecosystem patterns and processes","BioScience",1988,"ecosystem, land-form, LTER, patterns, processes, SGS"
2656,"Lakeshore residential development and growth of largemouth bass (Micropterus salmoides): a cross-lakes comparison.",NA,2009,"NTL"
1330,"Lakeshore residential development and growth of largemouth bass (Micropterus salmoides): a cross-lakes comparison","Ecology of Freshwater Fish",2011,"NTL"
9273,"Lakes and rivers",NA,2001,"NTL"
13016,"Lakes and rivers",NA,1995,"NTL"
15626,"Lack of latitudinal variations in graminoid storage reserves","Ecology",1989,"ARC, BNZ"
15627,"Lack of latitudinal variations in graminoid storage reserves",NA,1989,"ARC"
11352,"Isotopes as Indicators of Environmental Change",NA,1998,"SEV"
11353,"Isotopes as indicators of environmental change",NA,1998,"SEV"
1932,"Invasion, competition, and biodiversity loss in urban ecosystems","BioScience",2010,"BES, coexistence, evenness, giving-up density, optimal foraging, rank distribution"
1933,"Invasion, competition, and biodiversity loss in urban ecosystems",NA,2010,"CAP"
6891,"Invasion in space and time: non-native species richness and relative abundance respond to interannual variation in productivity and diversity","Ecology Letters",2004,"KNZ"
6892,"Invasion in space and time: non-native species richness and relative abundance respond to interannual variation in productivity and diversity",NA,2004,"JRN, statistical methods, synthesis"
6077,"Introduction: A framework for biodiversity studies",NA,2005,"SEV"
6078,"Introduction: a framework for biodiversity studies",NA,2005,"BES, biodiversity"
3450,"Introduction",NA,2008,"CAP"
3451,"Introduction",NA,2008,"AND"
4323,"Introduction",NA,2007,"BES, dynamics, patch dynamics, patches"
5155,"Introduction",NA,2006,"JRN, synthesis book"
5156,"Introduction",NA,2006,"CAP"
8487,"Introduction",NA,2002,"BES, environmental problems"
9263,"Introduction","CATENA",2001,"JRN"
13960,"Introduction",NA,1993,"ARC"
14447,"Introduction",NA,1992,"VCR"
17429,"Introduction",NA,1982,"AND, soil structure"
8483,"Interactive effects of nitrogen deposition, tropospheric ozone, elevated CO2 and land use history on the carbon dynamics of northern hardwood forests","Global Change Biology",2002,"CDR, HFR"
8484,"Interactive effects of nitrogen deposition, tropospheric ozone, elevated CO2 and land use history on the carbon dynamics of northern hardwood forests",NA,2002,"carbon dynamics, HBR, HFR, LTER3, modeling, office bibliography, old-growth and dendrochronology, PDF"
8485,"Interactive effects of nitrogen deposition, tropospheric ozone, elevated CO2 and land use history on the carbon dynamics of northern hardwood forests",NA,2002,"HBR"
4315,"Interactive effects of flooding and forest gap formation on tree composition and abundance in the Peruvian Amazon","Folia Geobotanica",2007,"LUQ"
4316,"Interactive effects of flooding and forest gap formation on tree composition and abundance in the Peruvian Amazon",NA,2007,"LUQ"
3443,"Interactive disturbance effects of two disparate ecosystem engineers in North American shortgrass steppe","Oecologia",2008,"SGS"
3444,"Interactive disturbance effects of two disparate ecosystem engineers in North American shortgrass steppe",NA,2008,"SGS"
455,"Interactions between canopy structure and leaf trait distribution in arctic shrub communities",NA,2013,"ARC"
456,"Interactions between canopy structure and leaf trait distribution in arctic shrub communities",NA,2013,"ARC"
9971,"Interactions between above and belowground biodiversity in terrestrial ecosystems: patterns, mechanisms, and feedbacks",NA,2000,"LUQ"
9970,"Interactions between above and belowground biodiversity in terrestrial ecosystems: patterns, mechanisms and feedbacks","BioScience",2000,"LUQ, MCM"
1927,"Inter-regional comparison of land-use effects on stream metabolism","Freshwater Biology",2010,"AND"
1928,"Inter-regional comparison of land-use effects on stream metabolism",NA,2010,"CAP, KNZ"
1929,"Inter-regional comparison of land-use effects on stream metabolism",NA,2010,"KNZ"
9256,"Inter-biome comparison of factors controlling stream metabolism.","Freshwater Biology",2001,"AND, ARC, CWT, KBS, KNZ, LUQ"
9257,"Inter-biome comparison of factors controlling stream metabolism",NA,2001,"ARC, KNZ, LUQ"
9258,"Inter-biome comparison of factors controlling stream metabolism",NA,2001,"AND, ARC, KNZ"
9259,"Inter-biome comparison of factors controlling stream metabolism",NA,2001,"ARC, KNZ"
9260,"Inter-biome comparison of factors controlling stream metabolism",NA,2001,"ARC, KBS, KNZ, LTER Publication"
9261,"Inter-biome comparison of factors controlling stream metabolism",NA,2001,"KNZ"
5147,"Integrating patch and boundary dynamics to understand and predict biotic transitions at multiple scales","Landscape Ecology",2006,"SEV"
5148,"Integrating patch and boundary dynamics to understand and predict biotic transitions at multiple scales",NA,2006,"JRN, transitions"
9962,"Integrated approaches to long-term studies of urban ecological systems","BioScience",2000,"BES, ecological systems, long-term research, urban"
9963,"Integrated approaches to long-term studies of urban ecological systems",NA,2000,"CAP"
1308,"Insect Ecology: an Ecosystem Approach",NA,2011,"LUQ"
5143,"Insect Ecology: an Ecosystem Approach",NA,2006,"LUQ"
9961,"Insect Ecology: an ecosystem approach",NA,2000,"LUQ"
4300,"Information Ecology: Open System Environment for Data, Memories, and Knowing","Journal of Intelligent Information Systems. BDEI Special Series",2007,"CCE, PAL"
4301,"Information ecology: open system environment for data, memories and knowing",NA,2007,"PAL"
5133,"Indicators of plant species richness in AVIRIS spectra of a mesic grassland",NA,2006,"KNZ"
6051,"Indicators of plant species richness in AVIRIS spectra of a mesic grassland","Remote Sensing of Environment",2005,"KNZ"
6045,"Increased salinization of fresh water in the northeastern United States","Proc. National Academy of Sciences",2005,"HBR"
6046,"Increased salinization of fresh water in the northeastern United States",NA,2005,"BES, chloride; salinization; water"
816,"Incorporating clonal growth form clarifies the role of plant height in response to nitrogen addition",NA,2012,"ARC, clonal growth, competition, GCE, grassland, KNZ, nitrogen addition, productivity"
817,"Incorporating clonal growth form clarifies the role of plant height in response to nitrogen addition",NA,2012,"ARC, KNZ"
818,"Incorporating clonal growth form clarifies the role of plant height in response to nitrogen addition",NA,2012,"ARC"
14842,"Improving use of existing data",NA,1991,"comparative analysis, data exchange, NTL"
14843,"Improving use of existing data",NA,1991,"KNZ"
1297,"Improving biogeochemical knowledge through technological innovation","Frontiers in Ecology and the Environment",2011,"MCR, SBC"
1298,"Improving biogeochemical knowledge through technological innovation",NA,2011,"ARC"
16280,"Important factors influencing water infiltration and sediment production on arid lands in New Mexico","Journal of Arid Environments",1987,"JRN, water infiltration"
16281,"Important factors influencing water infiltration and sediment production on arid lands in New Mexico","Journal of Arid Environment",1987,"JRN"
2609,"Importance of wind conditions, fetch, and water levels on wave-generated shear stresses in shallow intertidal basins","J. Geophys. Res.",2009,"VCR"
2610,"Importance of wind conditions, fetch, and water levels on wave-generated shear stresses in shallow intertidal basins",NA,2009,"VCR"
6844,"Impacts of Agricultural Land Use on Aquatic Communities in Small Temperate  Coastal Watersheds:  The Use of Benthic  Macroinvertebrates as Bioindicators of Nutrient Enrichment",NA,2004,"benthic fauna, biodiveristy, megasite, nutrient, nutrient cycling, organic matter, tidal creek, VCR, watershed"
6845,"Impacts of Agricultural Land Use on Aquatic Communities in Small Temperate  Coastal Watersheds:  The Use of Benthic  Macroinvertebrates as Bioindicators of Nutrient Enrichment",NA,2004,"benthic fauna, biodiveristy, megasite, nutrient, nutrient cycling, organic matter, tidal creek, VCR, watershed"
6841,"Impact of Fertilization on a Salt Marsh Food Web in Georgia",NA,2004,"competition, fertilization, fungi, GCE, grasshopper, juncus, salt marsh, snail, spartina"
3404,"Impact of fertilization on a salt marsh food web in Georgia","Estuaries and Coasts",2008,"ecology, fertilization, food webs, GCE, marsh, nutrients, plant"
3400,"Identification of a hydrodynamic threshold in karst rocks from the Biscayne Aquifer, south Florida, USA","Hydrogeology Journal",2008,"FCE, hydraulic properties, karst, porosity, reynolds number"
3401,"Identification of a hydrodynamic threshold in karst rocks from the Biscayne Aquifer, south Florida, USA",NA,2008,"FCE, hydraulic properties, karst, porosity, reynolds number"
805,"Hydrological Conditions Control P Loading and Aquatic Metabolism in an Oligotrophic, Subtropical Estuary","Estuaries and Coasts",2012,"FCE"
806,"Hydrological Conditions Control P Loading and Aquatic Metabolism in an Oligotrophic, Subtropical Estuary",NA,2012,"CAP, FCE"
807,"Hydrological conditions control P loading and aquatic metabolism in an oligotrophic, subtropical estuary",NA,2012,"CAP"
9218,"Hydrologic regimes of forested, mountainous, headwater basins in New Hampshire, North Carolina, Oregon, and Puerto Rico.",NA,2001,"CWT, HBR"
9219,"Hydrologic regimes of forested, mountainous, headwater basins in New Hampshire, North Carolina, Oregon, and Puerto Rico",NA,2001,"AND, HBR, snow hydrology"
9220,"Hydrologic regimes of forested, mountainous, headwater basins in New Hampshire, North Carolina, Oregon, and Puerto Rico",NA,2001,"HBR"
1284,"Hydrologic processes on tree islands in the Everglades (Florida, USA): tracking the effects of tree establishment and growth","Hydrogeology Journal",2011,"everglades, FCE, ground and surface water dynamic, groundwater, groundwater evapotranspiration, tree islands"
1285,"Hydrologic processes on tree islands in the Everglades (Florida, USA): tracking the effects of tree establishment and growth",NA,2011,"everglades, FCE, ground and surface water dynamic, groundwater, groundwater evapotranspiration, tree islands"
13481,"Hurricane impacts to tropical and temperate forest landscapes","Ecological Monographs",1994,"HFR, LTER1, LUQ"
13482,"Hurricane impacts to tropical and temperate forest landscapes",NA,1994,"hurricane; landscape patterns; modeling; natural disturbance; New England (USA); Puerto Rico; regional paterns; spatial scales; temperate forests; topographic exposure; tropical forests; wind damage, LUQ"
12984,"Hurricane disturbance regimes in temperate and tropical forest ecosystems",NA,1995,"HFR, LTER2"
12985,"Hurricane disturbance regimes in temperate and tropical forest ecosystems",NA,1995,"LUQ"
802,"Hurricane disturbance and recovery of energy balance, CO2 fluxes and canopy structure in a mangrove forest of the Florida Everglades",NA,2012,"carbon cycling, carbon dioxide, climate change, disturbance, energy balance, FCE, hurricane, mangrove, sea level rise, sediment elevation"
803,"Hurricane disturbance and recovery of energy balance, CO2 fluxes and canopy structure in a mangrove forest of the Florida Everglades","Agricultural and Forest Meteorology",2012,"carbon cycling, carbon dioxide, climate change, disturbance, energy balance, FCE, hurricane, mangrove, sea level rise, sediment elevation"
6824,"Hubbard Brook: Making watershed links","Geotimes",2004,"HBR"
7633,"Hubbard Brook: Making watershed links",NA,2003,"HBR"
15967,"History of Coweeta.","Pages 17-31 in Forest hydrology and ecology at Coweeta",1988,"CWT"
15968,"History of Coweeta.",NA,1988,"CWT"
427,"Hill Slope Variations in Chlorophyll Fluorescence Indices and Leaf Traits in a Small Arctic Watershed",NA,2013,"ARC"
428,"Hill Slope Variations in Chlorophyll Fluorescence Indices and Leaf Traits in a Small Arctic Watershed",NA,2013,"ARC"
429,"Hill Slope Variations in Chlorophyll Fluorescence Indices and Leaf Traits in a Small Arctic Watershed",NA,2013,"ARC"
430,"Hill Slope Variations in Chlorophyll Fluorescence Indices and Leaf Traits in a Small Arctic Watershed",NA,2013,"ARC"
3385,"High-latitude rivers and streams.",NA,2008,"MCM"
3384,"High-latitude rivers and streams",NA,2008,"ARC"
1271,"High-frequency dynamics of ocean pH: a Multi-ecosystem comparison.","PloS One",2011,"disturbance, MCR"
1270,"High-frequency dynamics of ocean pH: A multi-ecosystem comparison","PLoS ONE",2011,"SBC"
14821,"Heterogeneity of decomposition and nutrient dynamics of oak (Quercus) logs during the first 2 years of decomposition.","Candian Journal of Forest Research",1991,"AND, CDR, CWT"
14411,"Heterogeneity of decomposition and nutrient dynamics of oak (Quercus) logs during the first 2 years of decomposition",NA,1992,"AND, decomposition"
5094,"Herbivore impact on grassland plant diversity depends on habitat productivity and herbivore size","Ecology Letters",2006,"CDR, SGS"
5095,"Herbivore impact on grassland plant diversity depends on habitat productivity and herbivore size",NA,2006,"KNZ, SGS"
5096,"Herbivore impact on grassland plant diversity depends on habitat productivity and herbivore size",NA,2006,"KNZ"
797,"Habitat Use by Coastal Birds Inferred from Stable Carbon and Nitrogen Isotopes",NA,2012,"coastal birds, food webs, GCE"
1263,"Habitat use by coastal birds inferred from stable carbon and nitrogen isotopes","Estuaries and Coasts",2011,"carbon-13, food web, GCE, nitrogen-15, saltmarsh, siar, stable isotopes"
5091,"Habitat loss, trophic collapse, and the decline of ecosystem services",NA,2006,"JRN, trophic collapse"
5090,"Habitat loss, trophic collapse and the decline of ecosystem services","Ecology",2006,"JRN, NTL"
6817,"Gully seeder for reseeding rangeland and riparian areas","Journal of Range Management",2004,"JRN, seeding, technique"
6818,"Gully seeder for reseeding rangeland and riparian areas",NA,2004,"JRN"
12466,"Guidelines for Measurements of Woody Detritus in Forest Ecosystems.",NA,1996,"LNO"
12467,"Guidelines for measurements of woody detritus in forest ecosystems",NA,1996,"AND, decomposition"
419,"Growth responses of Sphagnum hollows to a growing season lengthening manipulation in Alaskan Arctic tundra",NA,2013,"ARC"
420,"Growth responses of Sphagnum hollows to a growing season lengthening manipulation in Alaskan Arctic tundra",NA,2013,"ARC"
16267,"Growth decline in red spruce and balsam fir relative to natural processes",NA,1987,"HBR"
16535,"Growth decline in red spruce and balsam fir relative to natural processes","Water, Air, and Soil Pollution",1986,"HBR"
14812,"Growth and physiological responses of greenhouse-grown blue grama to atrazine","Agronomy Journal",1991,"atrazine, blue grama, bouteloua gracilis, SGS"
14813,"Growth and physiological responses of greenhouse-grown blue grama to atrazine",NA,1991,"atrazine, blue grama, bouteloua gracilis, SGS"
6008,"Greenhouse gas contributions and mitigation potential of agricultural practices in northwestern USA and western Canada","Soil and Tillage Research",2005,"SGS"
6009,"Greenhouse gas contributions and mitigation potential of agricultural practices in northwestern USA and western Canada",NA,2005,"SGS"
1258,"Grassland Simulation Models: A Synthesis of Current Models and Future Challenges",NA,2011,"SEV"
795,"Grassland simulation models: A synthesis of current models and future challenges",NA,2012,"JRN"
1257,"Grassland simulation models: a synthesis of current models and future challenges",NA,2011,"JRN, physiological models"
6809,"Gradient analysis of cryoconite ecosystems from two Polar glaciers","Polar Biology",2004,"MCM"
6810,"Gradient analysis of cryoconite ecosystems from two Polar glaciers",NA,2004,"MCM"
1252,"Globalization: Ecological consequences of global-scale connectivity in people, resources, and information",NA,2011,"JRN"
1253,"Globalization: Ecological consequences of global-scale connectivity in people, resources, and information",NA,2011,"SEV"
9909,"Global Warming and Terrestrial Ecosystems: A Conceptual Framework for Analysis",NA,2000,"ARC"
9908,"Global warming and terrestrial ecosystems: a conceptual framework for analysis","BioScience",2000,"ARC, BNZ"
794,"Global ocean phytoplankton.",NA,2012,"disturbance, MCR, primary production"
1250,"Global ocean phytoplankton.",NA,2011,"disturbance, MCR, primary production"
4246,"Global negative vegetation feedback to climate warming responses of leaf litter decomposition rates in cold biomes","Ecology Letters",2007,"ARC, BNZ"
4247,"Global negative vegetation feedback to climate warming responses of leaf litter decomposition rates in cold biomes",NA,2007,"ARC"
4242,"Global desertification: Building a science for dryland development","Science",2007,"global, JRN"
4243,"Global desertification: building a science for dryland development",NA,2007,"journal, JRN"
3351,"Global decomposition experiment shows soil animal impacts on decomposition are climate dependent.",NA,2008,"SGS"
3350,"Global decomposition experiment shows soil animal impacts on decomposition are climate dependent","Global Change Biology",2008,"MCM"
6004,"Global consequences of land use","Science",2005,"BNZ, NTL"
6005,"Global consequences of land use",NA,2005,"BNZ"
9901,"Global biodiversity scenarios for the year 2100","Science",2000,"BNZ, HBR, JRN, MCM"
9902,"Global biodiversity scenarios for the year 2100",NA,2000,"JRN, MCM"
9903,"Global biodiversity scenarios for the year 2100",NA,2000,"journals, JRN"
4249,"Global-scale similarities in nitrogen release patterns during long-term decomposition","Science",2007,"AND, CDR, JRN, KNZ, LUQ, SGS"
4250,"Global-scale similarities in nitrogen release patterns during long-term decomposition",NA,2007,"SGS"
4251,"Global-scale similarities in nitrogen release patterns during long-term decomposition",NA,2007,"CDR, SGS"
4252,"Global-scale similarities in nitrogen release patterns during long-term decomposition",NA,2007,"KNZ, SGS"
4253,"Global-scale similarities in nitrogen release patterns during long-term decomposition",NA,2007,"AND, decomposition, SGS"
10591,"Geographic patterns of simulated establishment of two Bouteloua species: Implications for distributions of dominants and ecotones","Journal of Vegetation Science",1999,"JRN, SEV"
10592,"Geographic patterns of simulated establishment of two Bouteloua species: implications for distributions of dominants and ecotones",NA,1999,"SGS"
3343,"Geographic patterns of ground-dwelling arthropods across an ecoregional transition in the North American Southwest","Western North American Naturalist",2008,"SEV"
3344,"Geographic patterns of ground-dwelling arthropods across an ecoregional transition in the North American Southwest",NA,2008,"geographic distribution, JRN, spider"
411,"Geochemical Influences on Solubility of Soil Organic Carbon in Arctic Tundra Ecosystems",NA,2013,"ARC"
412,"Geochemical Influences on Solubility of Soil Organic Carbon in Arctic Tundra Ecosystems",NA,2013,"ARC"
9179,"Genetics, experience and host-plant preference in Eurosta solidaginis: implications for host shifts and speciation.","Evolution",2001,"CCE, CDR"
9180,"Genetics, experience and host-plant preference in Eurosta solidaginis: implications for host shifts and speciation",NA,2001,"CC"
9182,"Genetics, experience and host-plant preference in Eurosta solidaginis: implications for host shifts and speciation",NA,2001,"CC"
404,"Generalized ocean color inversion model for retrieving marine inherent optical properties.","Applied Optics",2013,"MCR, primary production"
405,"Generalized ocean color inversion model for retrieving marine inherent optical properties.",NA,2013,"MCR, primary production"
12454,"Generalized model for N2 and N2O production from nitrification and denitrification","Global Biogeochemical Cycles",1996,"SGS"
12455,"Generalized model for N2 and N2O production from nitrification and denitrification",NA,1996,"nitogen, nitrification, SGS"
6797,"Generality in ecology: Testing North American grassland rules in South African savannas","Frontiers in Ecology and the Environment",2004,"SEV"
6798,"Generality in ecology: testing North American grassland rules in South African savannas",NA,2004,"KNZ"
11922,"Fungal responses to disturbance Agriculture and Forestry",NA,1997,"LUQ"
4234,"Fungal responses to disturbance - Agriculture and Forestry",NA,2007,"LUQ"
4235,"Fungal responses to disturbance - Agriculture and Forestry",NA,2007,"LUQ"
7589,"Functional diversity revealed by removal experiments","Trends in Ecology and Evolution",2003,"BNZ"
7590,"Functional diversity revealed by removal experiments",NA,2003,"journal, JRN"
5989,"Functional- and abundance-based mechanisms explain diversity loss due to N fertilization",NA,2005,"diversity, fertilization, GCE, nitrogen, SEV, SGS"
5990,"Functional- and abundance-based mechanisms explain diversity loss due to N fertilization",NA,2005,"SEV, SGS"
5991,"Functional- and abundance-based mechanisms explain diversity loss due to N fertilization",NA,2005,"KBS, SEV, SGS"
5992,"Functional- and abundance-based mechanisms explain diversity loss due to N fertilization",NA,2005,"SGS"
5993,"Functional- and abundance-based mechanisms explain diversity loss due to N fertilization","Proceedings of the National Academy of Sciences",2005,"CDR, GCE, KBS, NWT, SEV, SGS"
5057,"From Lilliput to Brobdingnag: Extending Models of Mycorrhizal Function across Scales",NA,2006,"ARC"
5056,"From Lilliput to Brobdingnag: Extending models of mycorrhizal function across scales","BioScience",2006,"SGS"
7585,"Forum: The ecology-policy interface.",NA,2003,"SGS"
7584,"Forum: The ecology-policy interface","Frontiers in Ecology and Environment",2003,"SGS"
5053,"Foreword: Climate-Disturbance Interactions in Boreal Forest Ecosystems","Mitigation and Adaptation Strategies for Global Change",2006,"BNZ"
5983,"Foreword: Climate-Disturbance Interactions in Boreal Forest Ecosystems","Canadian Journal of Forest Research",2005,"BNZ"
2552,"Forest systems: Living with long-term change",NA,2009,"BNZ"
2551,"Forest systems: living with long-term change",NA,2009,"AND"
3328,"Forest Structure and Downed Woody Debris in Boreal, Temperate, and Tropical Forest Fragments",NA,2008,"BNZ"
3327,"Forest structure and downed woody debris in boreal, temperate and tropical forest fragments","Ambio",2008,"BNZ, LUQ"
15585,"Forest Hydrology and Ecology at Coweeta.","reviewer",1989,"CWT"
15212,"Forest hydrology and ecology at Coweeta.","Environmental Management",1990,"CWT"
15584,"Forest hydrology and ecology at Coweeta.","Hydrological Processes",1989,"CWT"
15586,"Forest hydrology and ecology at Coweeta.","American Scientist",1989,"CWT"
15587,"Forest hydrology and ecology at Coweeta.","Biologia Plantarum",1989,"CWT"
15950,"Forest hydrology and ecology at Coweeta.","Ecological Studies",1988,"CWT"
15951,"Forest hydrology and ecology at Coweeta.","The Quarterly Review of Biology",1988,"CWT"
15588,"Forest hydrology and ecology at Coweeta","Forestry",1989,"CWT"
7579,"Forest Ecosystems",NA,2003,"HBR"
13452,"Forest ecosystems",NA,1994,"AND, resource management"
12953,"Forest biogeochemistry and primary production altered by nitrogen saturation.","Water, Air and Soil Pollution",1995,"CWT, HFR"
12954,"Forest biogeochemistry and primary production altered by nitrogen saturation",NA,1995,"HFR, LTER2"
5972,"Foliar respiration acclimation to temperature and temperature variable Q10 alter ecosystem carbon balance.","Global Change Biology",2005,"CDR, CWT"
5973,"Foliar respiration acclimation to temperature and temperature variable Q10 alter ecosystem carbon balance",NA,2005,"CDR"
15940,"Foliage consumption and nutrient dynamics in canopy insects.","Pages 193-205 in W",1988,"CWT"
15939,"Foliage consumption and nutrient dynamics in canopy insects",NA,1988,"AND, nutrients"
5043,"Flux of organic carbon in a riverine mangrove wetland in the Florida Coastal Everglades","Hydrobiologia",2006,"DOC, Everglades National Park, FCE, mangrove forest, wetland-water column fluxes"
5044,"Flux of organic carbon in a riverine mangrove wetland in the Florida Coastal Everglades",NA,2006,"DOC, Everglades National Park, FCE, mangrove forest, wetland-water column fluxes"
2541,"Flow-mediated feeding in the field: consequences for the performance and abundance of a sessile marine invertebrate","Marine Ecology Progress Series",2009,"SBC"
2542,"Flow-mediated feeding in the field: consequences for the performance and abundance of a sessile marine invertebrate",NA,2009,"SBC"
12946,"Fire history database of the western United States: final report",NA,1995,"AND, disturbance"
13447,"Fire history database of the western United States: final report",NA,1994,"AND"
4214,"Fire effects on insect herbivores in an oak savanna: the role of nutrients and light","Ecological Entomology",2007,"CDR"
4215,"Fire effects on insect herbivores in an oak savanna: the role of nutrients and light",NA,2007,"CDR"
10572,"Fine root production and demography",NA,1999,"HBR"
10573,"Fine root production and demography",NA,1999,"KBS"
10574,"Fine root production and demography",NA,1999,"BNZ"
12430,"Fine root biomass distribution and production along a barrier island chronosequence","American Midland Naturalist",1996,"VCR"
12943,"Fine root biomass distribution and production along a barrier island chronosequence",NA,1995,"VCR"
8382,"Fine root architecture of nine North American trees.","Ecological Monographs",2002,"BNZ, CWT, SEV"
8383,"Fine root architecture of nine North American trees",NA,2002,"BNZ"
8384,"Fine root architecture of nine North American trees",NA,2002,"SEV"
5030,"Fifteen weddings and a funeral: Case studies and resilience-based management","Ecology and Society",2006,"CAP"
5031,"Fifteen weddings and a funeral: Case studies and resilience-based management",NA,2006,"CAP"
