name,site
BowdenR,HFR
BowdenW,ARC
BoweS,KNZ
BowenJ,PIE
BowerK,CWT
Bowes-lyonD,BES
BowlenJ,HFR
BowlerP,NWK
BowlesT,KBS
BowlingA,GCE
BowmanW,NWT
BowmanJ,PAL
BowserC,NTL
BoyceR,NWT
BoydD,VCR
BoyerJ,FCE
BoyleJ,AND
BoyleS,AND
BoyleA,KNZ
BrachoR,BNZ
BradfordM,CWT
BradfordJ,SGS
BradleyK,CDR
Bradley-CookJ,MCM
BradyW,CAP
BrahneyJ,NWT
BramburgerA,FCE
BrandelB,SEV
BrandesH,NWT
BrandonJ,CCE
BrandtL,CDR
BransfordD,CWT
BrantJ,AND
Brantley     S,CWT
Bravo-GarzaM,JRN
BrazelT,CAP
BredemeierM,INT
BreeckerD,SEV
BreitenbachS,KBS
BreithauptJ,FCE
BremerM,HBR
BrennanJ,JRN
BrennerR,BNZ
BrentonR,LUQ
Brereton R,LUQ
BreseD,SEV
Bret-HarteS,BNZ
BretzW,NWK
BreunigM,KBS
BrewerM,KBS
BrewerC,NWK
BrewerE,AND
BrewerP,SGS
BrewisA,CAP
BrezaL,KBS
BreznakJ,KBS
BricenoH,FCE
BrickleyA,NES
BriggsM,PIE
BriggsC,MCR
BriggsK,AND
BriggsJ,KNZ
BrinkmanJ,SBC  
BrinkmanT,BNZ
BrinsonM,VCR
BriscoeA,LNO
BrisenoC,CCE
BrittainR,GCE
BrocardG,LUQ
BrockB,KNZ
BrockleyE,NTL
BroderickC,KNZ
BroderickE,FCE
BrodieN,AND
BrodinM,NWT
BroitmanB,SBC
BrokawN,LUQ
BrooS,PIE
BrooksR,AND
BrooksB,LNO
BrooksP,NWT
BrooksC,SGS
BrooksA,MCR
BroosE,MCM
BrownC,INT
BrownJ,JRN
BrownM,VCR
BrownJ,HBR
BrownR,MCM
BrownM,INT
BrownM,AND
BrownC,CWT
BrownC,SGS
BrownJ,SEV
BrownD,BNZ
BrownA,MCR
BrownD,MCR
BrownC,BNZ
BrownJ,VCR
BrownC,BNZ
BrowningD,JRN
BrueswitzD,KBS
BrumJ,PAL
BrumandJ,CAP
BrunJ,NCO
BrunerH,AND
BrunsellN,KNZ
BrunsonM,LUQ
BrushG,BES
BryanB,LUQ
BryanD,SEV
BryantD,PAL
BrzezinskiM,SBC
BrzostekE,HFR
BuchsbaumR,PIE
BuckC,VCR
BuckK,CCE
BucknerT,CAP
BucurM,INT
BudrysE,INT
BudyP,ARC
BuelowH,MCM
BuenauK,SBC
BuenemannM,JRN
Bueno De MesquitaC,NWT
BuesselerK,PAL
BuhlerD,KBS
BuisG,KNZ
Bulseco McKimA,PIE
BundyR,CCE
BuonopaneM,JRN
BurakM,PIE
BurakowskiE,HFR
BurchW,BES
BurdA,GCE  
BurdittL,AND
BurgessR,BNZ
BurginA,KBS
BurgmanR,FCE
BURGOSA,INT
Burgos-CaraballoS,LUQ
BurkJ,HFR
BurkartG,ARC
BurkeA,INT
BurkeI,SGS
BurkeB,CWT
BurkemperA,MCM
BurkepileD,SBC
BurkinsM,MCM
BurnettL,MCM
BurnetteR,CAP
BurnsC,GCE
BurnsJ,NWK
BurnsE,CAP
BurnsC,HBR
BurnsideW,SEV
BurnSilverS,BNZ
BurrightH,AND
BurrisM,ARC
BurrowsS,NTL
BurrowsE,AND
BurrowsJ,BNZ
BurrussD,JRN
BurtonR,CCE
BurtonM,KBS
BuseyB,BNZ
BushM,FCE
BusingR,AND
BussH,LUQ
BusseK,CAP
BusseL,SBC
BustamanteJ,SEV
ButittaV,NTL
ButlerR,NWK
ButlerL,BNZ
ButlerJ,HFR
ButlerV,GCE
ButlerL,CAP
ButtenfieldB,NWT
BuxbaumC,SEV
BuyantuyevA,CAP
ByersJ,GCE
ByersM,PAL
ByrneK,SGS
ByrnesJ,PIE
ByronC,KBS
ByronD,FCE  
CableP,MCM
CableW,BNZ
CabotP,NTL
CabralG,FCE
CaceresR,LUQ
CadenassoM,BES
CahillC,BNZ
CahoonD,NWK
CaiW,GCE  
CainC,CCE
CainJ,PIE
CaineT,NWT
CalabreseL,SEV
CalderonL,INT
CaldowC,SBC
CaldwellB,AND
CaldwellP,CWT
CalefM,BNZ
CalefM,BNZ
CalvoM,FCE
CameronC,MCR
CameronC,CWT
CameronM,BNZ
CampanellaA,JRN
CampbellJ,AND
CampbellJ,HBR
CampbellM,SEV
CampbellD,NWK
CampbellJ,FCE
CamposH,JRN
CandeiasM,CWT
Candelaria-LeyR,SEV
CanestroD,SBC
CannM,HBR
CanoA,SBC
CantrellS,LUQ
CaoM,INT
CaplanB,BES
CardinaleB,SBC
Cardona-OlarteP,FCE
CareyC,NTL
CarlisleJ,KNZ
CarlosE,NCO
CarlsonB,NWK
CarlsonC,VCR
CarlsonC,SBC
CarlsonC,BES
CarneyL,SBC
CarpenterJ,GCE
CarpenterR,MCR
CarpenterS,NTL
CarrL,MCR
CarrJ,VCR
CarrascoJ,NWT
Carriére-GarwoodJ,CCE
CarrilloC,PAL  
CarrollS,CAP
CarrollC,BNZ
CarsonM,KNZ
CarsonC,KNZ
CarterT,KNZ
CarterM,GCE
CarterD,KNZ
CarterJ,KNZ
CarusoC,PIE
CarvajalA,SEV
CarvalhoF,PAL
CarvalhoB,INT
CaryR,CWT
CasagrandeD,CAP
CasalT,FCE
Casciano          G,VCR
CaselleJ,SBC
CaselleJ,NCO
CassarN,PAL
CastanedaE,FCE
CastelaoR,GCE
CastellsE,BNZ
CastendykD,MCM
CastoraniM,SBC
CatapanoK,MCM
CatesR,BNZ
CatlettD,SBC
CattelinoJ,FCE
CavanaughK,SBC
Cavender-BaresJ,CDR
CawleyK,FCE
CawoodA,CCE
CayanD,CCE
CeballosG,INT
CecalaK,CWT
CelentiK,AND
CelestianS,CAP
CeliJ,KBS
CelisJ,AND
CelisG,BNZ
ChaadraB,INT
ChabwelaH,INT
ChaiR,NWT
ChallandM,VCR
ChalmersA,GCE
ChamberlinM,CAP
ChambersR,FCE
ChambersL,FCE
ChambleeJ,CWT
ChandlerR,CWT
ChangC,BES
ChangC,KNZ
ChangW,NWK
ChapinF,BNZ
ChapmanK,CDR
ChapmanE,PAL
ChapmanE,CAP
ChappellJ,LUQ
ChardonN,NWT
CharlesS,FCE
CharltonB,BNZ
ChaseE,CAP
ChastonJ,MCM
ChaudharyD,INT
ChaudhuriA,JRN
Chaves RodriguezF,KNZ
ChavezE,SBC
CheckleyD,CCE
CheeverB,CWT
ChekalyukA,CCE
ChenM,SBC
ChenH,SBC
ChenX,SBC
ChenD,LUQ
ChenJ,KBS
ChenP,INT
ChenM,FCE
ChenY,LUQ
ChenW,CAP
ChenZ,INT
ChenW,INT
ChenH,AND
ChenC,NES
ChengH,KBS
ChengK,LUQ
ChengY,ARC
ChenillatF,CCE
ChepsongolR,JRN
ChereskinT,CCE
CherubiniP,INT
CherwinK,SGS
ChesterM,CAP
ChewakaW,KBS
ChicoineT,KBS
ChildersD,CAP
ChilversM,KBS
ChipmanJ,NTL
ChitwoodR,CWT
ChiuK,NTL
ChiuchioloA,MCM
ChiuchioloA,MCM
ChoD,INT
ChoY,HBR
ChoiC,CAP
ChouC,INT
ChowW,CAP
ChowanskiK,NWT
ChristelS,NTL
ChristensenP,CAP
ChristensonL,HBR
ChristianR,VCR  
ChristnerB,MCM
ChuX,KBS
ChuangW,CAP
Chuc ContrerasA,FCE
ChunH,KBS
ChungA,SEV
ChurchM,PAL
ChurchillA,NWT
ChytilJ,INT
CikoskiC,SEV
CioppaT,MCM
CiruzziD,NTL
CisnerosL,LUQ
CisselJ,AND
CladisS,CWT
ClancyJ,CAP
ClancyT,INT
ClarkR,LNO
ClarkJ,SEV
ClarkJ,CWT
ClarkD,INT
ClarkM,INT
ClarkC,CDR
ClarkJ,KNZ
ClarkR,INT
ClarkJ,NWK
ClarkeA,PAL
ClarkeK,SBC
ClarkeA,FCE
ClarksonC,VCR
ClasenH,FCE
CleavittN,HBR
CleinJ,BNZ
ClelandE,NWK
ClemmensenK,ARC  
ClevelandB,CWT
CleverlyJ,SEV
ClilverdH,BNZ
ClineD,KNZ
ClintonW,SBC
ClintonB,CWT
ClintonP,CWT
CloughL,NWK
CloutierR,HBR
CloutierJ,FCE
ClutterM,NWK
CoaleT,CCE
CobleA,LUQ
CoeK,BNZ
CoeM,NTL
CoffmanJ,JRN
CohenW,AND
ColapietroD,LNO
ColburnE,HFR
ColbyS,AND
ColdH,BNZ
ColeL,VCR
ColeJ,HBR
ColemanD,CWT
ColemanK,PAL
ColemanD,VCR
ColemanK,CWT
Collado-VidesL,FCE
CollierM,AND
CollinsJ,NWK
CollinsA,SEV
CollinsB,CWT
CollinsJ,CAP
CollinsT,CAP
CollinsT,FCE
CollinsS,SEV
Colunga-GarciaM,KBS
ColvardN,MCR
ComerfordC,GCE
CommerfordJ,KNZ
CompagnoniA,AND
ComparettoK,FCE
ComptonJ,AND
ConantR,SGS
CondeC,LUQ
ConklinD,AND
ConleyD,HBR
ConlinM,BNZ
ConnellJ,MCR
ConnellK,KNZ
ConnerJ,KBS
ConnersJ,CCE
ConnersJ,PAL
ConnorB,BNZ
ConnorsJ,CAP
ConradC,INT
ConreyR,SGS
ConroyP,VCR
ContostaA,HFR
ConwayA,BNZ
ConwayS,CAP
CookR,NWK
CookW,CAP
CookE,CAP
CoolonJ,KNZ
CoombsS,SBC
CooperS,SBC
CooperI,KBS
CooperB,CWT
CooperH,FCE
CopeJ,PAL
CoppickP,KNZ
CorbinA,KBS  
Cordero-QuirosN,CCE
CormanJ,NTL
CormanS,PIE
CornellA,FCE
CornellJ,LUQ
CornettV,FCE
CorneyJ,CDR
CornillonP,NWK
Coronado-MolinaC,FCE
CorreaM,INT
CortesA,SBC
CoryR,ARC
CoryR,ARC
CosorG,INT
CostaD,NWK
CostamagnaA,KBS
CostanzaR,BES
CostanzaB,VCR
CostelloR,MCM
CostelloM,NWK
CostelloA,HBR
CostelloE,NWT
CotaR,INT
CottenD,GCE
CoughlanM,CWT
CovichA,LUQ
CovittB,KBS
CowieR,NWT
CowleyM,MCM
CoxS,LUQ
CoxM,MCM
CozzettoK,MCM
CraftC,GCE
CraigJ,SEV
CraigM,CWT
CraineJ,KNZ
CraryB,NTL
CrawfordJ,NTL
CrawfordE,VCR
CrawfordC,SEV
CrawfordB,BES
CRAYL,LUQ
CreelC,AND
CrenshawC,SEV
CreswellJ,NTL
CrimminsT,NWK
CrispS,NWT
CrockerT,KNZ
CrockettC,ARC
CrockfordE,NES
CroftA,FCE  
CroftS,LUQ
CromackK,AND
CroninK,MCM
CrookK,LUQ
CrossA,SEV
CrossleyD,CWT
CrottyS,GCE
CrouchC,CAP
CrowlT,LUQ
CrowtherT,HFR
CrumleyC,NWK
CrummerK,BNZ
CrumpB,ARC
CrutcherC,GCE
CruzC,LUQ
CruzJ,JRN
CryerT,AND
CudabackC,SBC
CuervoJ,SEV
CuevasE,LUQ
CulleyA,PAL
CullyJ,KNZ
CulmanS,KBS
CummingsJ,FCE
CuniL,FCE
CunliffeA,SEV
CunniffK,FCE
CunniffK,FCE
CunninghamL,JRN
CupplesA,KBS
CurrierC,NWT
CurtisK,NTL
CusackD,LUQ
CushingJ,AND
CushingA,BNZ
CuttsB,CAP
CzarnomskiN,AND
D AmatoA,HFR
D'AmicoF,INT
D'AntonioC,SBC
D'AuriaJ,BNZ
Da FonsecaG,INT
DagysM,INT
DahmC,SEV
DaileyS,FCE  
DaileyS,FCE
DaileyK,NWT
DaleyM,LUQ
DalgleishH,KNZ
DaltonS,BES
DalyC,AND
DalyA,KBS
DameJ,VCR
DammM,NWT
DanaG,MCM
DandoisJ,BES
DaneL,LUQ
DanielsM,KNZ
DanielsW,ARC
DanielsR,PAL
DanielsonT,FCE
DanzilioD,LNO
DaoustR,PIE
DarbyK,CAP
DarbyB,HBR
DarcyJ,NWT
DarlingJ,NWT
Darrouzet-nardiA,NWT
DashevskyM,MCM
DauhajreD,SBC
DavidsonA,SEV
DaviesS,CAP
DaviesR,CAP
DavilaJ,INT
DavinroyT,NWT
DavisM,CDR
DavisS,FCE
DavisW,BNZ
DavisA,KBS
DavisA,FCE
DavisJ,CWT
DavisS,MCR
DavisJ,CWT
DavisJ,JRN
DavisR,CCE
DavisA,KBS
Davis C,KNZ
DavisF,NCO
DavisonP,CCE
DayT,CAP
DayF,VCR
DazzoF,KBS  
De JesusR,CCE
De JesusR,LUQ
De MutsertK,FCE
De RooC,BNZ
De VerneilA,CCE
DealJ,CWT
DeanA,FCE
DecampsH,INT
DechaineE,NWT
DecimaM,CCE
DecinaS,BNZ
DecletJ,CAP
DeeganL,PIE
DeGloriaS,HBR
DegrassiA,HFR
DehringC,CWT
DeitrickS,CAP
DeKnightB,CAP
Del ToroI,HFR
DelaneyK,BES
DelanyC,MCM
DeLeoL,GCE
DeleteD,CWT
DelgardM,VCR
DeliusB,FCE
DellC,KBS
DellaripaN,SBC
DeMarcoJ,ARC
DemersD,HBR
DenefK,KBS
DenisonC,BES  
DennisR,BNZ
DennyE,HBR
DennyR,KBS
DepkenC,CWT
DereszynskiE,AND
DernerJ,SGS
DesaiA,NTL
DeshaJ,GCE
DeslippeJ,ARC
DesotelleM,KBS
DethlefsenL,KBS
DetlingJ,SGS
DettyJ,FCE
Deuerling K,MCM
DevL,SGS
DevanM,BNZ
DevicheP,CAP
DevisserM,KBS
DeVriesE,VCR
DeWildeL,BNZ
DewildeL,BNZ
DeWittJ,SEV
DeWolfE,SBC
DewsburyB,FCE
DhillonT,CAP
Di LorenzoE,CCE
DiamondJ,FCE
DiasB,INT
DiazM,CAP
DiazY,FCE
DiazD,AND
Diaz-FergusonE,GCE
DibbellT,VCR
DickR,KBS
DickL,KBS
DickeyK,NWK
DickmanT,SEV
DickmannD,KBS
DicksonT,KBS
DierssenH,PAL
DietrichJ,KNZ
Dietterich T,AND
DiFonzoC,KBS
DiggleP,NWT
DiGregorioL,AND
DiIorioM,CAP
DiIorioD,GCE
DijkstraF,CDR
DikerK,KBS
DilleyE,SBC
DillonW,AND
DingY,FCE
DionneM,PIE
DirningerP,INT
DirzoR,INT
DisneyR,KBS
DissingD,BNZ
DoakP,BNZ
DoakD,NWT
DobbinsE,NGA
DobsonC,KBS  
DockensJ,CAP
DoctorK,VCR
DoddsW,KNZ
DOdoricoP,VCR
DodsonS,NTL
DoeskenN,SGS
DohenyB,SBC
DohertyJ,KBS
DolanR,VCR
DoleJ,CAP
DollJ,KBS
DomingoJ,JRN
DonahueC,SBC
DonahueD,SBC
DoneyS,PAL
DongX,CAP
DonnellyB,PIE
DonohueK,HFR  
DonovanL,GCE
DoppH,KBS  
DoranP,MCM
DorenR,FCE
DorovskoyP,HBR
DotsonB,AND
DouceT,GCE
DoughtyE,HFR  
DouglasM,MCM
DouglasT,BNZ
DovciakM,AND
DovelS,CCE
DowG,HFR
DowK,BES
DowellK,FCE
DowlingC,MCM
DowneyL,LNO
DowningJ,BNZ
DowningG,AND
DownsM,NCO
DownumK,FCE
DowsB,VCR
DoyleA,SBC
DrakeT,AND
DrakeJ,FCE
Drake-SchulteisL,SBC
DreherD,AND
DreschelT,FCE
DresnerM,AND
DrewA,LUQ
DrexlerJ,FCE
DriscollC,HBR
DruckerD,INT
DrulinerP,AND
DuX,VCR
DuarteH,GCE
DubinskyE,LUQ
DucklowH,PAL
DudleyM,CWT
DudleyT,SBC
DuellE,KNZ
DueserR,VCR
DufaultA,MCR
DuffL,PIE
DuffyP,BNZ
DuffyK,JRN
DuffyA,BNZ
DuganH,NTL
DuganJ,SBC
DuguayL,NWK
DukesJ,KBS
DuncanD,KBS
DuncanJ,BES
DunhamJ,AND
DunhamS,AND
DunhamC,NWK
DuniwayM,JRN
DunkelA,VCR
DunlapK,LUQ
DunlopK,FCE
DunneT,SBC
DuntonK,BLE
DupontC,CCE
Duran VinentO,VCR
DuricM,BNZ
DurlingJ,KBS  
DustinD,FCE
DuszynskiD,SEV
DuttonJ,SBC
DuvallM,VCR
DuveneckM,HFR
DybasC,NWK
DybzinskiR,CDR
DyeJ,SGS
DyerL,KBS  
DykstraG,NWT
DymondS,CWT
DyrnessT,AND
EadsD,SGS
EagarC,HBR
EakinH,CAP
EarlS,CAP
EarnestK,KNZ
EbaughJ,CDR
EbertJ,MCM
Ebert-MayD,KBS
EbnetJ,MCM
EbnetA,MCM
EddyW,CDR
EdelenT,SEV
EdelmanA,SEV
EdelmanS,FCE
EdgarC,BNZ
EdmondsJ,GCE
EdmundsP,MCR
EdwardsJ,NWK
EdwardsM,BNZ
EdwardsC,FCE
EgbolucheN,KBS
EggeN,VCR
EggeN,VCR
EggenbergerC,FCE
EggertS,CWT
EiadthongW,INT
EichhorstK,SEV
EichhorstK,SEV
EichmillerJ,KNZ
EichorstS,KBS
EilersA,CWT
EisengerC,CAP
EklundT,LUQ
EliasS,NWT
EliasP,INT
EliasonK,CWT
EliasonE,SBC
ElkinsD,CWT
EllenJ,CCE
EllinE,HFR
ElliottE,BES
ElliottM,CAP
ElliottK,CWT
ElliottJ,SEV
EllisA,CAP
EllisD,SBC
EllisC,HBR
EllisonA,HFR
EllsworthD,CDR
EllwoodR,MCM
ElserJ,CAP
ElserM,CAP
ElstonS,GCE
ElwadieM,KBS
ElwoodK,NWT
ElyD,CWT
EmanuelR,CWT
EmchD,AND
EmeryS,KBS
EmeryK,SBC
EmeryB,ARC
EmeryK,SBC
EmeryN,SBC
EmeryN,NWT
EmminghamW,AND
EmmsS,CDR
EncinalesL,LNO
EndresA,JRN
EngelV,FCE
EngleT,CAP
EngmanA,LUQ
EngstromD,CDR
EnnsA,FCE
EnosL,CWT
EpshteiO,CAP
EpshteinO,CAP
EpsteinD,CWT
EquihuaM,INT
ErbP,NWT
ErbL,NWT
ErdmannE,PAL
EricksonM,PAL
EricksonR,CAP
EricksonM,GCE  
EricksonT,NWT
EricksonH,LUQ
ErnakovichJ,ARC
ErwinR,VCR
EschM,GCE
EshunE,FCE
EsparancaS,NWK
EspositoR,MCM
EstellR,JRN
EtheridgeS,VCR
EuskirchenE,BNZ
EvansS,CWT
EvansS,SGS
EvansS,KBS
EvansK,CCE
EvansJ,KNZ
EvansS,FCE
EvansM,ARC
EvansE,KNZ
EvansB,SBC
EvansT,BES
EvansenR,SEV
EvaristoJ,LUQ
EvenT,SBC
EvensenN,MCR
EwanJ,CAP
EweS,FCE
FabosA,HFR  
FabryV,MCR
FaethS,CAP
FaganL,SGS
FaganW,CAP
FagharazziS,VCR
FagherazziS,PIE
FaheyT,HBR
FaheyT,LUQ
FairbrassM,CWT
FakhraeiH,HBR
FalkeJ,KNZ
FallP,CAP
FanC,CAP
FanelliR,AND
FangJ,INT
FargioneJ,CDR
FarinaA,INT
Farley-MetzgerE,CAP
FarrandA,AND
FarrellE,INT
FarrellM,AND
FarrellK,CWT
FarrerE,NWT
FarrisD,LNO
FashingbauerP,NTL
Fashu-KanuS,HBR
FassnachtK,AND
FasthB,AND
FastieC,BNZ
FatemiF,HBR
FayP,KNZ
FeierabendD,BNZ
FelicianoE,FCE
FelixF,NWK
FellM,CAP
FellJ,FCE
FellmanJ,BNZ
FeltonA,KNZ
FenichelE,CAP
FennellJ,VCR
FensterM,VCR
FergusonC,CAP
FergusonC,KNZ
FernX,AND
FernandezH,LUQ
FernandezI,HBR
FernandoH,CAP
FernandoN,LNO
FerrellJ,CAP
FerrellW,AND
FerryK,PIE
FerryL,CAP
FetcherN,LUQ
FewingsM,SBC
FiedlerA,KBS
FieldR,HFR
FieldL,CAP
FiererN,KBS
FigueroaD,LUQ
FigueroaD,SBC
FinchK,AND
FincherC,SEV
FindlayS,HBR
FindlayA,SBC
FingerH,SBC
FinkJ,CAP
FinneyB,BNZ
FinziA,HFR
FirstM,GCE
FischettiJ,SBC
FisherE,CWT
FisherJ,BES
FisherG,BES
FishmanJ,CAP
FiskM,HBR
FissoreC,CDR
FitzC,FCE
FitzgeraldS,AND
FitzgeraldS,SBC
FitzgibbonT,MCM
FlahertyC,NTL
FlanaganC,NWT
FlederA,MCM
FlemingK,SEV
FlesterJ,VCR
FletcherJ,CAP
FlewellingS,VCR
FlinnM,ARC
FloraB,BNZ
FlowerH,FCE
FlowersK,CWT
FloydA,VCR
FlyeB,HFR
FlynnB,SGS
FokidisB,CAP
FoleyJ,NTL
FoleyK,MCM
Follstad ShahJ,SEV
Fonda UmaniS,INT
FonteS,LUQ
FooteM,BNZ
ForanD,KBS
ForanD,KBS
ForbisT,NWT
ForbrichI,PIE
FordR,KBS
ForemanC,MCM
ForeroJ,LUQ
ForeroL,CDR
ForkM,FCE
FormicaA,ARC
FornaraD,CDR
Forrest-BaldiniJ,CCE
ForrestelE,KNZ
ForsmanZ,MCR
FortinS,ARC
FortnerS,MCM
FosterB,KNZ
FosterD,HFR
FosterM,SBC
FountainA,MCM
FourqureanJ,FCE
FourqureanV,FCE
FowlerR,JRN
FowlerR,CWT
FoxJ,CAP
FoxB,KBS
FoxP,CAP
Fox-parrishL,SGS
FoyB,INT
FradyC,AND
FraiolaK,LUQ
FramJ,SBC
FramJ,MCR
FrameM,NWK
FramstadE,INT
FrancoW,INT
FrankH,PIE
FranklinH,SGS
FranklinJ,CAP
FranklinR,HBR
FranklinJ,AND
FrankovichT,FCE
FranksP,CCE
FranksonP,HFR
FraserT,MCM
FraserM,CAP
FraserW,PAL
FratantoniP,NES
FraterrigoJ,CWT
FrazerT,PAL
FredricksonR,CAP
FredricksonE,JRN
FreemanP,SGS
FreemanM,CWT
FreemanJ,CWT
FreemanK,NWT
FreemonM,NWK
FreibottA,CCE
FrenchS,CAP
FrenchC,INT
FrenetteB,KNZ
FrentressJ,AND
FrescoN,BNZ
FreudenburgW,SBC  
FrewJ,SBC
FreyJ,SEV
FreyS,HFR
FreyS,AND
FriedlaenderA,PAL
FriesenM,KBS
FriesenC,AND
FriggensM,SEV
FrischJ,CWT
FriskE,CAP
FrostS,BNZ
FrostC,CWT
FrusB,SEV
FryJ,KBS
FryeJ,KNZ
FuchsH,CCE
FuenmayorM,FCE
FuentesL,FCE
FuentesJ,FCE  
Fuest            J,VCR
FulweilerR,FCE
FumeroJ,LUQ
FunkC,VCR
FurlanL,INT
FurzeM,HBR
FussC,HBR
GabrielE,HBR
GabrielliJ,AND
GabrielliC,AND
GadburyC,KNZ
GadeK,CAP
GaetaJ,NTL
GageS,KBS
GahlerM,NTL
GainesS,SBC
GainesE,PIE
GaiserE,FCE
GalanesI,LUQ
GalavottiH,VCR
GalbaatarT,INT
GalbraithS,BES
GaleasM,SGS
GaleasM,KNZ
Galindo-LealC,INT
GallagherJ,KBS
GallagherM,KBS
GallagherB,FCE
GallaherC,KBS
GallatiC,CAP
GallettiC,CAP
GalloM,SEV
GallowayJ,VCR
GandyD,FCE
GanioL,AND
GannD,FCE
GannonM,LUQ
GannonW,SEV
GaoM,FCE  
GaoJ,KNZ
GaoL,KBS
GaoP,JRN
GaoQ,LUQ
GaoX,KBS
GaoJ,KBS
GaradnaiJ,INT
GarbeyM,GCE
GarbischJ,GCE  
GarciaL,LUQ
GarciaE,KBS
GarciaG,LNO
GarciaT,AND
Garcia NovoF,INT
Garcia-MontielD,LUQ
GardinerM,KBS
GardinerN,CWT  
GardnerC,MCM
GardnerE,NWT  
GargS,LNO
GargS,NWK
GaribottiI,PAL
GarlickS,HBR
GarmanS,AND
GaroutteA,KBS
GarratyC,CAP
GarrettK,KNZ
GarrittH,PIE
GarronJ,BNZ
GarstD,CWT
GartnerJ,NWT
GartnerB,AND
GarvoilleR,FCE
GarzaA,CDR
GarzioM,PAL
GarzioL,PAL
GasarchE,NWT
GasconC,NWK
Gastil-BuhlM,MCR
GastrichK,FCE
GatesR,MCR
GauglerD,SEV
Gaxiola-CastroG,INT
GayM,KNZ
GayM,ARC
GaylordB,SBC
Gbondo-TugbawaS,HBR
GburekT,CAP
Gdanetz MacCreadyK,KBS
GeasonL,KBS
GebeleinJ,FCE
GehlR,KBS
GehmanA,GCE
GehrigD,NWK
GehringJ,FCE
GeierM,AND
GeiszH,PAL
GelfandI,KBS
GendronE,NWT
GenetH,BNZ
GentryL,KBS
GeorgeM,VCR
GeorgescuM,CAP
GeorgesuM,CAP
GerberS,FCE
GerlancN,KNZ
GerstK,NWK
GerstnerB,KBS
GervasiC,FCE
GettelG,ARC
GeyerK,MCM
GherardiL,JRN
GholzH,NWK  
GhylinT,NTL
GibbensR,JRN
GiblinA,PIE
GibsonD,KNZ
GibsonP,FCE  
GidoK,KNZ
GiermakowskiJ,SEV  
GiesenT,AND
GiesenT,AND
GiffordJ,CAP
GigliaS,AND
GilesL,FCE
GilletteD,JRN
GilliganL,AND
GillonS,NTL
GilmanC,SEV
GintherS,SBC
GiordanoJ,VCR
GipsonP,KNZ
GiriB,GCE  
GisewhiteR,GCE
GivensC,GCE
GivensC,GCE
GladwinH,FCE
GlanvilleK,KBS
GlaserS,CCE
GlassD,BNZ
GleiberM,PAL
GlessnerM,HFR
GlickN,HBR
GoberP,CAP
GodeP,INT
GodzikB,INT
GoerickeR,CCE
GoetzS,BNZ
GohrM,CAP
GoldbergS,SBC
GoldenH,ARC
GoldenheimW,MCR
GoldsmithS,MCM
GoldsmithS,CAP
GoldsteinE,VCR
GoldsteinM,CCE
GolubM,NTL
GomezJ,KNZ
GomezJ,LNO
GomezD,FCE
GomezC,LNO
Gomez AlvarezV,KBS
GonsiskaP,FCE
GonzalesD,CAP  
GonzalezJ,LUQ
GonzalezN,FCE
GonzalezG,LUQ
GonzalezF,FCE
GoochM,CWT
GoodaleC,HBR
GoodinD,KNZ
GoodmanD,SBC
GoodmanJ,SBC
GoodrichC,AND
GoodridgeB,SBC
GoolsbyD,JRN
GooseffM,MCM
GooseffM,AND
GoralnikL,AND
GordonJ,PAL
GordonJ,CCE
GordonJ,BES
GordonB,KBS
GorelickR,CAP
GormanK,PAL
GosakB,CWT
GosnellH,AND
GossC,FCE
GosserD,CAP
GoswamiS,HBR
GoszJ,NWK
GotschalkC,SBC
GottliebA,FCE
GottshallB,KBS
GoughL,ARC
GoughertyS,KBS
GouldW,LUQ
GowanJ,MCR
GrabnerS,MCR
GraceP,KBS  
GradyK,KBS
GrafW,CAP
GragsonT,CWT
GrahamM,HFR
GrahamC,AND
GrahamL,NTL
GrahamK,KBS
GrahlT,FCE
GrandyS,KBS
GrantG,AND
GrantJ,CAP
GrantM,SGS
GrantN,CAP
GrantT,BNZ
GrattonC,KBS
GravesR,NTL
GrayA,AND
GrayS,KBS
GrayJ,KNZ
GrazianiD,VCR
GreathouseE,LUQ
GreavesH,ARC
GreenM,HBR
GreenJ,KBS
GreenD,MCR
GreenG,KBS
GreenD,FCE
GreenA,ARC  
GreeneS,AND
GreenlandD,AND
GreenspanS,GCE
GreerM,KNZ
GreerG,LUQ
GregoryS,CWT
GregoryC,AND
GregoryS,AND
GreinerJ,VCR
Greyson-GaitoC,BNZ
Griego-MadridP,LNO
GriesC,NTL
GriffinJ,GCE
Griffin-NolanR,KNZ
Griffis-KyleK,CDR
GriffithsR,AND
GrimmN,CAP
GrimsrudK,SEV
GrineskiS,CAP
GrmanE,KBS
GrodzinskaK,INT
GroffmanP,HBR
GromJ,MCM
GromanR,NWK
GroppR,NWK
GrossK,KBS  
GrossmanG,CWT
Grossman ClarkeS,NWK
Grossman-ClarkeS,CAP
GroveM,BES
GroveK,FCE
GrudzinskiB,KNZ
GuW,HBR
GuaicoO,FCE
GualaG,NWK
GuanB,INT
GuarinoJ,HBR
GuberA,KBS
GucwaC,HBR
GuddingJ,MCM
GuentherC,SBC
GuerraA,MCR
Guerrero-BolanoF,AND
GuerriniA,AND
GuevaraR,FCE
GuhaA,PIE
GuhathakurtaS,CAP
GuinesseyL,GCE
GuinnipJ,KNZ
GuiruiY,INT
